Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,50.686352,51.382046,50.686352,51.363976,40.184074,1616159
2010-01-05,51.228451,51.906075,51.228451,51.454327,40.254761,1859878
2010-01-06,51.318802,51.698269,51.129066,51.653095,40.410255,2204981
2010-01-07,51.427219,52.366859,51.246521,52.186161,40.827301,4750968
2010-01-08,51.833794,52.493351,51.635025,51.897041,40.601116,1723741
2010-01-11,52.177124,52.357826,51.680199,51.951248,40.643524,1523077
2010-01-12,51.716339,52.032566,51.318802,52.005459,40.685921,1650581
2010-01-13,52.177124,53.821495,52.177124,53.568516,41.908772,2729718
2010-01-14,53.523338,54.056404,52.917995,53.577549,41.915833,2044383
2010-01-15,53.360710,53.496235,52.511421,52.963169,41.435192,1846818
2010-01-19,52.954136,53.857635,52.556595,53.252289,41.661366,2460210
2010-01-20,52.791504,53.044483,51.960285,52.665016,41.201935,1858661
2010-01-21,52.538525,52.710190,51.120029,51.210381,40.063911,2682125
2010-01-22,51.300732,51.373009,50.171356,50.261703,39.321724,2182955
2010-01-25,50.821877,50.821877,50.017761,50.324951,39.371193,2499170
2010-01-26,50.270741,51.002575,49.963551,50.623104,39.604458,2079358
2010-01-27,50.460476,51.463360,50.225567,51.264591,40.106312,3078915
2010-01-28,51.345905,51.680199,50.352055,51.174240,40.035629,2672828
2010-01-29,51.463360,51.553711,50.876083,51.138100,40.007366,2585833
2010-02-01,51.391079,52.493351,51.327835,52.330719,40.940395,3725844
2010-02-02,52.294579,52.583698,51.625992,52.565632,41.124180,3208412
2010-02-03,52.267475,53.080624,52.195194,52.863785,41.357437,2173990
2010-02-04,52.520454,54.562366,51.373009,52.312649,40.926258,6825235
2010-02-05,52.646946,52.854752,51.101959,52.095810,40.756618,2839513
2010-02-08,52.186161,53.053520,51.653095,52.375896,40.975739,2596015
2010-02-09,52.917995,54.173859,52.565632,53.803425,42.092564,3011289
2010-02-10,53.731144,53.758251,52.710190,52.890888,41.378639,2633204
2010-02-11,52.881855,53.685970,52.403000,53.676933,41.993580,2117211
2010-02-12,53.152905,53.351673,52.619839,53.207115,41.626026,2815385
2010-02-16,53.649830,53.902809,53.225185,53.812462,42.099625,2635639
2010-02-17,53.957020,54.164825,53.667900,54.155788,42.368225,2161704
2010-02-18,53.957020,55.574284,53.902809,55.574284,43.477955,3644272
2010-02-19,55.547180,55.827267,55.059292,55.303234,43.265919,3061981
2010-02-22,55.312271,56.062176,55.276131,55.718845,43.591061,1911898
2010-02-23,55.547180,56.224804,55.303234,55.330341,43.287117,1949530
2010-02-24,55.538143,56.016998,55.276131,55.736916,43.605198,2060985
2010-02-25,55.267094,55.285164,54.354561,55.221920,43.505539,3060542
2010-02-26,55.239990,55.492970,54.535259,55.348412,43.605186,3776536
2010-03-01,55.339375,57.128304,55.249023,56.929535,44.850868,2709685
2010-03-02,56.884361,57.525845,56.739799,56.839184,44.779675,2349640
2010-03-03,56.866291,56.947605,55.971825,56.306122,44.359718,2759270
2010-03-04,56.279015,57.191551,56.089279,56.992779,44.900677,3788157
2010-03-05,57.299969,58.149261,57.263828,58.022770,45.712135,1525623
2010-03-08,57.968559,58.221539,57.598125,57.968559,45.669430,1408522
2010-03-09,57.787861,58.293819,57.543915,57.824001,45.555534,2027006
2010-03-10,57.697510,58.465485,57.625229,58.320927,45.947044,1569673
2010-03-11,58.320927,58.546799,57.706547,58.501625,46.089397,1440620
2010-03-12,58.483555,58.700394,57.688477,57.824001,45.555534,2072053
2010-03-15,57.805931,58.158295,57.643299,58.104084,45.776203,1925180
2010-03-16,58.212505,58.628117,58.086014,58.393204,46.003979,1723630
2010-03-17,58.619080,59.034691,58.329960,58.637150,46.196163,1645822
2010-03-18,58.754604,58.817848,58.483555,58.772675,46.302952,1657333
2010-03-19,59.215389,59.278633,58.646187,59.215389,46.651733,4805977
2010-03-22,58.962410,59.061794,58.546799,58.673290,46.224648,2380631
2010-03-23,58.772675,59.016621,58.573906,58.899166,46.402588,2372441
2010-03-24,58.853989,59.043724,58.483555,58.673290,46.224648,1871610
2010-03-25,59.106972,59.269600,58.673290,58.709431,46.253117,1736469
2010-03-26,58.745571,59.341881,58.745571,59.206356,46.644611,1946763
2010-03-29,59.378021,59.685211,59.197319,59.432232,46.822567,2234975
2010-03-30,59.585827,59.585827,59.043724,59.378021,46.779850,1579081
2010-03-31,59.079865,59.522579,58.899166,59.242496,46.673084,2179856
2010-04-01,59.676174,60.182137,59.441265,59.856876,47.157104,1750747
2010-04-05,60.037575,60.254414,59.802666,60.010471,47.278107,1528500
2010-04-06,59.811699,59.811699,59.215389,59.387054,46.786968,1586608
2010-04-07,59.125038,59.540649,58.853989,58.926270,46.423950,2221693
2010-04-08,58.890129,58.971443,58.402241,58.817848,46.338528,1834975
2010-04-09,58.799782,59.802666,58.790745,59.766525,47.085938,2007526
2010-04-12,59.766525,60.200207,59.721352,59.829769,47.135757,1537244
2010-04-13,59.676174,60.344765,59.269600,60.209240,47.434708,1967128
2010-04-14,60.389938,60.408009,59.486439,60.398975,47.584187,1524848
2010-04-15,60.209240,60.534500,59.938190,60.371868,47.562824,1462203
2010-04-16,60.344765,60.380905,59.116005,59.603893,46.957806,1919424
2010-04-19,59.341881,60.082748,59.269600,60.010471,47.278107,1492308
2010-04-20,60.191170,61.085636,60.055645,60.923004,47.997032,1793470
2010-04-21,60.688095,61.790363,60.480289,61.772297,48.666134,1666519
2010-04-22,61.401859,62.404743,61.248264,62.332466,49.107452,2044715
2010-04-23,62.377640,62.377640,61.573524,62.332466,49.107452,1265080
2010-04-26,62.377640,62.910706,62.205975,62.278255,49.064747,1779081
2010-04-27,62.133694,62.133694,60.624851,60.697128,47.819084,2209519
2010-04-28,62.766144,63.064301,61.212124,62.043346,48.879677,3689098
2010-04-29,62.323429,63.019127,61.799400,62.684830,49.385056,1983509
2010-04-30,62.621586,62.992020,61.230194,61.284405,48.281757,2240730
2010-05-03,61.636768,62.684830,61.537384,62.558338,49.285393,1511345
2010-05-04,61.871681,61.871681,59.829769,60.227310,47.448948,2378307
2010-05-05,59.811699,60.633884,59.811699,60.426079,47.605553,1734698
2010-05-06,60.173100,60.281521,54.517189,58.338997,45.961277,2825235
2010-05-07,58.131191,58.438381,56.324188,56.775940,44.729858,3095739
2010-05-10,58.844955,59.116005,57.580055,58.619080,46.181934,3146431
2010-05-11,57.571018,59.359951,57.299969,58.628117,46.189056,2089762
2010-05-12,58.628117,59.522579,58.573906,59.405125,46.801208,1205645
2010-05-13,59.170216,59.576790,58.537766,58.709431,46.253117,1004206
2010-05-14,58.203468,58.537766,56.730766,57.182514,45.050159,1608522
2010-05-17,57.110233,57.905315,56.360329,57.525845,45.320656,1649253
2010-05-18,57.977596,58.348030,56.775940,56.784973,44.736961,1952850
2010-05-19,56.459717,56.893394,55.456829,56.260944,44.324120,2178749
2010-05-20,55.221920,55.538143,53.911846,54.228069,42.722561,2808965
2010-05-21,53.333607,55.276131,52.908958,55.230953,43.512661,3357720
2010-05-24,54.941833,55.547180,54.372631,54.435875,42.886276,2347095
2010-05-25,53.207115,55.104465,53.035450,54.932800,43.277767,4478805
2010-05-26,55.393585,55.727879,54.291313,54.372631,42.836452,3793802
2010-05-27,55.167709,55.167709,54.399734,55.140606,43.783428,2480576
2010-05-28,55.258060,55.447796,54.453945,54.652714,43.396023,2328058
2010-06-01,54.363594,55.212887,53.758251,53.794392,42.714478,2247925
2010-06-02,54.119652,54.996044,53.902809,54.950871,43.632774,2937576
2010-06-03,55.158676,55.989895,54.815346,55.050255,43.711685,2052352
2010-06-04,53.875706,54.128685,52.439140,52.619839,41.781849,2087991
2010-06-07,52.728260,52.737293,51.553711,51.580814,40.956848,2549640
2010-06-08,51.255554,51.915112,50.894154,51.842831,41.164890,2293747
2010-06-09,52.068707,53.026417,51.788620,52.005459,41.294006,2078915
2010-06-10,52.773434,53.460094,52.619839,53.351673,42.362965,1706032
2010-06-11,52.791504,53.975090,52.511421,53.929916,42.822094,1794245
2010-06-14,54.363594,54.851486,53.866669,53.975090,42.857956,2087991
2010-06-15,54.137718,54.770168,53.975090,54.661751,43.403206,2984394
2010-06-16,54.580437,55.357445,54.508156,55.185780,43.819290,2452905
2010-06-17,55.583321,55.908581,54.941833,55.565250,44.120609,1945988
2010-06-18,55.619461,56.161560,55.511040,56.089279,44.536701,2234975
2010-06-21,56.875324,56.974709,55.113499,55.330341,43.934078,2195462
2010-06-22,55.185780,55.718845,54.318420,54.435875,43.223843,2060985
2010-06-23,54.309383,54.679821,53.713074,54.146755,42.994267,1773769
2010-06-24,53.966057,54.264210,53.035450,53.198078,42.241005,2263088
2010-06-25,53.324570,53.360710,52.448174,52.945099,42.040115,2784283
2010-06-28,53.134834,53.658867,52.637909,52.782471,41.911007,2411511
2010-06-29,52.041599,52.267475,49.882236,50.162319,39.830498,3953957
2010-06-30,50.071972,50.397228,49.123295,49.186539,39.055695,4194466
2010-07-01,49.087154,49.240749,48.337250,48.924526,38.847656,3832651
2010-07-02,48.798035,49.412415,48.590229,48.879349,38.811787,2573658
2010-07-06,49.376274,49.457588,48.400494,48.897419,38.826134,2654123
2010-07-07,49.168468,50.252670,49.032944,50.225567,39.880733,3101051
2010-07-08,50.903191,50.921261,50.126179,50.749596,40.296833,2209186
2010-07-09,50.514687,50.568893,49.520836,50.099075,39.780293,1803431
2010-07-12,49.177505,49.511799,48.924526,49.285927,39.134621,2451577
2010-07-13,49.764778,50.225567,49.511799,49.927410,39.643978,2503376
2010-07-14,50.460476,51.951248,50.460476,51.490463,40.885094,3920310
2010-07-15,52.150021,52.150021,50.731525,51.147137,40.612488,2350747
2010-07-16,50.957401,51.092926,49.276890,49.457588,39.270931,2268290
2010-07-19,49.773815,50.324951,49.692501,50.135216,39.808983,2388379
2010-07-20,49.511799,50.921261,49.222679,50.885120,40.404427,2036082
2010-07-21,51.535641,51.761517,50.207497,50.623104,40.196381,1738351
2010-07-22,51.201344,52.384930,51.092926,52.312649,41.537922,3335916
2010-07-23,52.267475,52.845715,52.186161,52.556595,41.731632,3015717
2010-07-26,52.791504,53.351673,52.403000,53.342640,42.355789,2072939
2010-07-27,53.667900,53.667900,52.421070,52.529491,41.710121,1712341
2010-07-28,52.538525,53.107731,52.222301,52.755363,41.889450,1829109
2010-07-29,53.749214,54.209999,52.231335,52.800541,41.925327,2725512
2010-07-30,52.393967,53.189045,51.680199,52.981239,42.068817,2565468
2010-08-02,53.740181,53.740181,52.628876,53.496235,42.477749,1829330
2010-08-03,53.252289,53.667900,52.936066,53.234219,42.269688,1477144
2010-08-04,53.216148,53.794392,53.143871,53.776321,42.700138,1754178
2010-08-05,53.478165,53.911846,53.324570,53.767284,42.692959,2218926
2010-08-06,53.324570,54.345524,53.279396,54.219036,43.051659,2632651
2010-08-09,54.417805,54.435875,53.821495,54.300350,43.116238,2237299
2010-08-10,53.541409,53.911846,52.773434,53.442024,42.434692,2411732
2010-08-11,52.023529,52.484314,51.165203,51.436256,40.842052,2402214
2010-08-12,50.704418,51.490463,50.695385,51.074856,40.555092,2226453
2010-08-13,50.903191,51.354939,50.839947,51.110996,40.583797,2411179
2010-08-16,50.803806,51.065819,50.252670,50.803806,40.339870,2136469
2010-08-17,51.282661,52.592735,50.939331,51.969318,41.265327,2099281
2010-08-18,51.725376,52.710190,51.725376,52.610806,41.774696,2851799
2010-08-19,52.357826,52.628876,51.336868,51.553711,40.935318,2593470
2010-08-20,51.653095,51.933182,51.020645,51.833794,41.157696,2205866
2010-08-23,52.122913,52.330719,50.921261,51.029678,40.519218,2134698
2010-08-24,50.424335,50.541790,49.638290,49.999691,39.701385,2214610
2010-08-25,49.719604,50.198460,48.942596,49.972584,39.679852,2858993
2010-08-26,49.864166,50.279774,49.231716,49.349171,39.520664,2750747
2010-08-27,49.728642,50.189426,48.888386,50.126179,40.142929,1937023
2010-08-30,50.053902,50.225567,49.014874,49.014874,39.252945,2311455
2010-08-31,48.816105,49.231716,48.346287,48.897419,39.158875,3348976
2010-09-01,49.602150,51.246521,49.258820,51.110996,40.931614,2832429
2010-09-02,51.309765,52.113880,51.183273,52.104843,41.727512,2582402
2010-09-03,52.556595,52.836681,51.779587,52.240372,41.836060,2256890
2010-09-07,51.716339,51.869934,51.065819,51.083889,40.909901,2257665
2010-09-08,50.975471,51.526604,50.975471,51.363976,41.134197,1987936
2010-09-09,52.095810,52.104843,51.282661,51.580814,41.307850,1984062
2010-09-10,51.725376,53.207115,51.707306,53.062553,42.494495,2756613
2010-09-13,53.857635,54.182896,53.026417,53.134834,42.552364,2383841
2010-09-14,53.134834,53.134834,52.583698,52.710190,42.212296,1662424
2010-09-15,52.574665,52.927029,52.222301,52.393967,41.959049,2242391
2010-09-16,52.312649,52.529491,52.032566,52.195194,41.799873,1639292
2010-09-17,52.619839,53.550446,52.403000,53.225185,42.624729,3020476
2010-09-20,53.360710,54.155788,53.062553,53.984123,43.232506,2148644
2010-09-21,53.848598,54.273247,53.658867,53.830528,43.109505,1901051
2010-09-22,53.848598,54.345524,53.360710,53.369743,42.740490,1613614
2010-09-23,52.999310,54.038334,52.945099,53.351673,42.726025,2044936
2010-09-24,54.020264,54.761135,53.848598,54.508156,43.652172,2458329
2010-09-27,54.472015,54.761135,54.390701,54.453945,43.608757,3070836
2010-09-28,54.517189,54.779205,53.821495,54.679821,43.789654,2525512
2010-09-29,54.363594,54.806309,54.101582,54.390701,43.558125,2848257
2010-09-30,54.923763,55.782089,54.264210,54.779205,43.869240,2843940
2010-10-01,55.339375,55.565250,54.390701,54.508156,43.652172,3124958
2010-10-04,54.336491,54.842449,54.065441,54.309383,43.492989,2381516
2010-10-05,54.896660,56.297085,54.896660,56.062176,44.896694,2824128
2010-10-06,56.143490,56.631378,55.899544,56.089279,44.918396,2775097
2010-10-07,56.559101,56.622345,55.754986,56.143490,44.961815,2696182
2010-10-08,56.233841,56.784973,56.053139,56.279015,45.070354,1719314
2010-10-11,56.242874,56.378399,55.944721,56.026035,44.867744,1273824
2010-10-12,55.998932,56.125420,55.086395,55.800159,44.686859,1877587
2010-10-13,56.152527,56.504890,55.818230,56.188663,44.997997,1886442
2010-10-14,56.197701,56.531994,55.547180,55.863403,44.737511,1810072
2010-10-15,56.541031,56.775940,55.709808,55.899544,44.766453,2041173
2010-10-18,56.062176,56.062176,55.050255,55.673672,44.585567,2344106
2010-10-19,54.923763,55.511040,54.309383,54.598503,43.724525,2851577
2010-10-20,54.788239,55.465866,54.788239,55.249023,44.245495,1984505
2010-10-21,55.456829,56.288052,55.384548,55.764019,44.657917,1704372
2010-10-22,55.791126,56.080246,55.492970,55.926651,44.788170,1282125
2010-10-25,56.143490,56.224804,54.977974,55.032185,44.071835,2774654
2010-10-26,54.860519,55.619461,54.535259,55.429726,44.390209,2655562
2010-10-27,55.483936,55.646564,54.878590,55.456829,44.411900,2734588
2010-10-28,56.062176,56.559101,55.456829,56.233841,45.034172,2440620
2010-10-29,56.333225,57.128304,56.206734,57.119270,45.743263,1973547
2010-11-01,57.245762,58.257679,56.974709,57.381287,45.953083,1736469
2010-11-02,57.833035,58.438381,57.833035,58.357063,46.734512,1724073
2010-11-03,58.221539,58.501625,57.354179,58.076981,46.510223,1598450
2010-11-04,58.483555,59.143108,58.140224,58.971443,47.226547,2213614
2010-11-05,58.926270,59.260567,58.826885,59.034691,47.277180,1043940
2010-11-08,58.546799,59.260567,57.688477,59.034691,47.277180,1232761
2010-11-09,59.305740,59.341881,58.447414,58.980480,47.233780,1387936
2010-11-10,58.790745,59.116005,58.420311,58.926270,47.190372,1413392
2010-11-11,58.456451,58.492592,57.625229,57.887245,46.358280,1624128
2010-11-12,57.363216,57.462601,56.604275,56.830151,45.511715,1353293
2010-11-15,56.920502,57.435493,56.531994,56.929535,45.591305,1186054
2010-11-16,56.658485,56.757870,55.583321,55.926651,44.788170,1691976
2010-11-17,56.260944,56.306122,55.655602,56.062176,44.896694,1273271
2010-11-18,56.559101,57.272865,56.559101,56.983746,45.634731,1341229
2010-11-19,57.065060,57.254795,56.459717,57.155411,45.772198,1147316
2010-11-22,56.794010,57.065060,55.628494,56.269981,45.063118,1993691
2010-11-23,55.502007,55.745949,54.797276,55.375515,44.346798,2256226
2010-11-24,55.502007,56.306122,55.321304,56.197701,45.353020,1590039
2010-11-26,55.809196,56.297085,55.700775,55.800159,45.032188,682346
2010-11-29,55.258060,55.574284,54.508156,55.312271,44.638454,2018041
2010-11-30,54.896660,55.989895,54.815346,55.727879,44.973850,3243830
2010-12-01,56.649448,57.363216,56.486820,57.236725,46.191536,2432540
2010-12-02,57.345146,57.995667,57.227692,57.851105,46.687359,1918318
2010-12-03,57.742683,57.869175,56.830151,57.110233,46.089447,3168788
2010-12-06,57.119270,57.805931,56.929535,57.571018,46.461323,1798229
2010-12-07,57.941456,58.203468,57.760754,58.167332,46.942551,1951522
2010-12-08,58.176365,58.284786,57.914349,58.149261,46.927986,1854787
2010-12-09,58.384171,58.384171,57.309006,57.471634,46.381115,2443608
2010-12-10,57.769791,58.122154,57.634266,57.968559,46.782139,1694632
2010-12-13,58.104084,58.158295,57.561985,57.824001,46.665478,2080686
2010-12-14,58.022770,58.610046,57.896278,58.465485,47.183186,1397233
2010-12-15,58.257679,58.338997,57.471634,57.598125,46.483196,2192142
2010-12-16,57.688477,58.338997,57.489704,58.338997,47.081104,1142667
2010-12-17,58.293819,58.393204,57.860142,57.932419,46.752979,2309131
2010-12-20,58.158295,58.212505,57.661369,57.896278,46.723808,1334588
2010-12-21,58.140224,58.582939,57.977596,58.275749,47.030052,2098949
2010-12-22,58.384171,58.872059,58.194435,58.844955,47.489418,1867405
2010-12-23,58.799782,59.106972,58.483555,58.619080,47.307129,1621029
2010-12-27,58.465485,58.519695,58.257679,58.402241,47.132130,1014388
2010-12-28,58.474522,58.817848,58.284786,58.555836,47.256088,1100387
2010-12-29,58.727501,58.881096,58.420311,58.619080,47.307129,1368456
2010-12-30,58.519695,58.691360,58.185398,58.221539,46.986309,1249585
2010-12-31,58.203468,58.628117,57.986629,58.528728,47.234219,1192916
2011-01-03,58.863026,59.125038,58.655220,58.863026,47.503994,1819590
2011-01-04,58.853989,59.070831,58.456451,59.052761,47.657135,2130603
2011-01-05,58.863026,59.405125,58.537766,59.359951,47.905029,1900498
2011-01-06,59.468369,61.130810,59.423195,60.715199,48.998764,2467072
2011-01-07,61.266335,62.115623,60.913971,61.492210,49.625828,2821029
2011-01-10,61.085636,61.157913,60.317661,60.471256,48.801891,1683564
2011-01-11,60.697128,60.923004,59.992401,60.010471,48.430012,1508467
2011-01-12,60.164066,60.923004,60.164066,60.462219,48.794582,1998008
2011-01-13,60.895901,60.959145,59.838806,60.100819,48.502937,1734698
2011-01-14,60.055645,60.778446,59.893017,60.742306,49.020626,1722634
2011-01-18,60.480289,63.100441,60.417046,62.630619,50.544556,3841284
2011-01-19,62.630619,62.838425,61.962029,62.278255,50.260181,1477034
2011-01-20,62.323429,63.244999,61.989136,63.226929,51.025791,2301051
2011-01-21,63.561226,63.561226,62.594479,62.820354,50.697670,1996901
2011-01-24,62.784214,62.992020,61.862644,62.260185,50.245598,2010404
2011-01-25,62.196941,62.829391,61.934925,62.802284,50.683090,2092861
2011-01-26,62.910706,62.919739,61.727119,62.169834,50.172680,2078694
2011-01-27,62.377640,63.136581,62.034309,62.540272,50.471630,1312120
2011-01-28,62.621586,63.037193,60.832657,61.058529,49.275833,2125180
2011-01-31,61.447037,62.666759,61.311508,62.612549,50.529968,2554953
2011-02-01,63.037193,63.534119,62.847462,63.488945,51.237247,1640841
2011-02-02,63.335350,63.561226,62.946846,63.136581,50.952877,1196458
2011-02-03,63.046230,63.244999,62.477024,63.055264,50.887253,1001660
2011-02-04,62.973949,63.019127,62.504131,62.856495,50.726822,1004981
2011-02-07,63.046230,63.832275,62.946846,63.561226,51.295578,1445932
2011-02-08,63.552189,64.274986,63.190788,64.229813,51.835140,1316657
2011-02-09,64.970688,65.503754,63.778065,64.934547,52.403889,2190481
2011-02-10,64.446655,64.762878,63.642540,64.293060,51.886185,1684449
2011-02-11,64.103325,64.293060,63.606400,63.705784,51.412239,1804206
2011-02-14,63.615437,63.859379,61.943958,62.070450,50.092487,3049806
2011-02-15,61.645805,62.630619,61.564491,62.467991,50.413303,1864970
2011-02-16,62.621586,62.829391,60.805550,61.925892,49.975822,2846818
2011-02-17,61.690979,62.865528,61.510281,62.251148,50.238293,1432097
2011-02-18,62.251148,62.739040,62.133694,62.440884,50.391430,1624460
2011-02-22,61.916855,62.025276,60.660992,61.040459,49.261250,1741339
2011-02-23,61.004318,61.510281,59.929153,60.462219,48.794582,2607194
2011-02-24,60.010471,61.121777,59.314774,60.534500,49.198463,2689873
2011-02-25,60.724236,61.067566,59.920120,60.073715,48.823971,2034754
2011-02-28,60.100819,61.058529,59.703281,60.245380,48.963474,2418262
2011-03-01,60.543533,61.166950,59.323811,59.504509,48.361347,1886995
2011-03-02,59.477406,60.254414,59.405125,60.028542,48.787247,1686774
2011-03-03,60.417046,61.347649,60.380905,60.995285,49.572968,1878473
2011-03-04,61.022388,61.166950,59.495476,60.254414,48.970825,1400885
2011-03-07,60.335732,60.760376,59.088902,59.441265,48.309940,1502048
2011-03-08,59.359951,60.697128,59.359951,60.435116,49.117687,1881793
2011-03-09,60.326694,60.923004,59.902050,60.805550,49.418755,1133592
2011-03-10,60.697128,60.977215,59.874947,59.911083,48.691799,2007194
2011-03-11,60.019505,60.317661,59.378021,59.721352,48.537598,1560044
2011-03-14,59.296703,59.956261,59.043724,59.920120,48.699139,2156945
2011-03-15,58.411274,60.173100,57.977596,59.748455,48.559616,2893193
2011-03-16,59.631001,59.631001,58.366100,58.673290,47.685795,2815385
2011-03-17,59.793629,60.660992,59.576790,60.046612,48.801937,4624903
2011-03-18,60.859760,60.986252,59.621964,60.489326,49.161751,3354842
2011-03-21,61.284405,61.952995,61.148880,61.636768,50.094315,2300387
2011-03-22,61.510281,61.880714,61.275372,61.419930,49.918083,2379856
2011-03-23,61.076599,61.410896,60.688095,61.230194,49.763874,3234754
2011-03-24,61.419930,61.663876,60.950111,61.483173,49.969479,1402878
2011-03-25,61.528351,61.853611,60.850723,61.817471,50.241169,1822025
2011-03-28,61.952995,62.097553,61.347649,61.356686,49.866684,1872939
2011-03-29,61.392826,61.817471,60.904934,61.627735,50.086983,1755506
2011-03-30,61.799400,62.034309,61.049496,61.971066,50.366005,2970891
