Date,Open,High,Low,Close,Adj Close,Volume
2011-03-31,62.580002,63.439999,62.230000,62.709999,50.966568,3848200
2011-04-01,62.810001,63.549999,62.669998,62.970001,51.177868,2113100
2011-04-04,63.139999,63.209999,61.540001,62.580002,50.860912,2196700
2011-04-05,62.560001,62.939999,62.060001,62.209999,50.560192,1506800
2011-04-06,62.529999,62.529999,61.650002,62.360001,50.682106,3526500
2011-04-07,62.119999,62.779999,61.970001,62.540001,50.828411,2629900
2011-04-08,62.740002,62.799999,62.189999,62.380001,50.698364,2125600
2011-04-11,62.580002,63.380001,62.500000,62.950001,51.161625,1728700
2011-04-12,62.580002,63.180000,62.480000,62.840000,51.072208,2020700
2011-04-13,62.970001,63.000000,61.290001,61.529999,50.007542,3002300
2011-04-14,61.090000,61.330002,60.450001,61.290001,49.812485,2672600
2011-04-15,61.459999,61.860001,60.959999,61.290001,49.812485,1500700
2011-04-18,60.689999,60.770000,59.869999,60.419998,49.105392,2126700
2011-04-19,60.389999,60.810001,60.259998,60.619999,49.267948,1530600
2011-04-20,61.480000,62.160000,60.970001,61.830002,50.251369,1831500
2011-04-21,61.889999,61.919998,61.200001,61.740002,50.178207,1060800
2011-04-25,61.750000,61.750000,61.130001,61.470001,49.958778,684500
2011-04-26,61.810001,62.689999,61.720001,62.490002,50.787766,1600000
2011-04-27,62.900002,64.000000,62.270000,62.900002,51.120987,2271900
2011-04-28,62.549999,63.200001,62.500000,63.090000,51.275410,2160600
2011-04-29,62.759998,63.830002,62.549999,63.610001,51.698029,1665600
2011-05-02,63.919998,64.279999,63.380001,64.169998,52.153164,2782500
2011-05-03,64.660004,65.290001,64.339996,65.050003,52.868366,2791600
2011-05-04,65.180000,65.550003,64.320000,64.470001,52.396976,2493600
2011-05-05,64.199997,64.750000,63.919998,64.150002,52.136906,2032300
2011-05-06,64.669998,65.150002,64.250000,64.449997,52.380730,2019400
2011-05-09,64.580002,65.260002,64.059998,64.809998,52.673309,1264900
2011-05-10,65.000000,65.360001,64.779999,65.019997,52.843983,1393000
2011-05-11,65.019997,65.400002,64.620003,64.989998,52.819603,1549900
2011-05-12,64.910004,65.720001,64.839996,65.360001,53.120319,1634200
2011-05-13,65.349998,65.660004,64.660004,64.860001,52.713943,1455200
2011-05-16,64.680000,65.029999,64.339996,64.779999,52.648926,1544900
2011-05-17,64.610001,65.169998,64.180000,64.540001,52.453876,1994500
2011-05-18,64.550003,64.970001,64.389999,64.690002,52.575783,1791400
2011-05-19,64.839996,65.389999,64.669998,65.160004,52.957767,2225100
2011-05-20,64.930000,65.050003,64.389999,64.500000,52.421360,1896800
2011-05-23,64.040001,65.459999,63.869999,65.139999,52.941513,3810400
2011-05-24,65.199997,65.790001,64.980003,65.599998,53.315372,3284400
2011-05-25,65.199997,65.389999,64.650002,64.919998,52.762711,3047900
2011-05-26,64.070000,64.550003,63.669998,64.360001,52.713562,2586000
2011-05-27,64.440002,64.949997,64.410004,64.889999,53.147667,1373100
2011-05-31,65.190002,65.489998,64.720001,65.290001,53.475277,2709100
2011-06-01,65.000000,65.169998,63.689999,63.750000,52.213955,2232600
2011-06-02,63.689999,64.190002,63.470001,63.799999,52.254898,1899900
2011-06-03,63.160000,64.110001,62.889999,63.500000,52.009178,1619900
2011-06-06,63.270000,63.860001,63.060001,63.169998,51.738911,2625700
2011-06-07,63.439999,64.050003,63.290001,63.340000,51.878143,1618100
2011-06-08,63.270000,63.509998,62.970001,63.130001,51.706142,1484100
2011-06-09,63.169998,64.050003,62.970001,63.650002,52.132046,1868100
2011-06-10,63.290001,63.470001,62.500000,62.509998,51.198338,2333300
2011-06-13,62.900002,63.740002,62.730000,63.529999,52.033756,1772100
2011-06-14,64.160004,64.650002,63.970001,64.470001,52.803658,2122300
2011-06-15,63.849998,64.540001,63.439999,63.500000,52.009178,2206000
2011-06-16,63.650002,64.830002,63.400002,64.720001,53.008427,2673800
2011-06-17,65.180000,65.720001,64.570000,64.690002,52.983849,2707700
2011-06-20,64.529999,65.830002,64.529999,65.730003,53.835651,1655800
2011-06-21,65.930000,66.919998,65.839996,66.550003,54.507275,3084800
2011-06-22,66.120003,67.309998,66.120003,66.510002,54.474514,2590200
2011-06-23,65.760002,66.339996,65.110001,66.169998,54.196033,2404700
2011-06-24,66.300003,66.669998,65.370003,66.349998,54.343464,3060400
2011-06-27,66.419998,67.209999,66.209999,66.970001,54.851261,2020600
2011-06-28,67.089996,68.169998,66.919998,68.110001,55.784988,2110500
2011-06-29,68.209999,69.230003,68.040001,68.809998,56.358307,2096200
2011-06-30,69.000000,69.900002,68.809998,69.349998,56.800594,2855000
2011-07-01,69.589996,70.500000,69.400002,70.330002,57.603256,2103200
2011-07-05,70.379997,70.559998,69.410004,69.989998,57.324764,2092000
2011-07-06,69.949997,70.610001,69.680000,70.000000,57.332962,1715500
2011-07-07,68.889999,69.739998,68.059998,68.500000,56.104397,5732300
2011-07-08,67.709999,68.000000,67.029999,67.959999,55.662117,3285200
2011-07-11,67.480003,67.839996,67.000000,67.309998,55.129749,2703500
2011-07-12,67.349998,67.360001,66.629997,66.820000,54.728416,2085500
2011-07-13,66.930000,67.250000,66.379997,66.500000,54.466324,2600800
2011-07-14,66.800003,66.830002,65.180000,65.519997,53.663647,3856400
2011-07-15,65.720001,65.720001,63.840000,64.620003,52.926525,4245200
